,Timestamp,Page_URL,Referrer,User_Agent,Session_ID,User_ID,Event_Type,Event_Value,Location,Device_Type,Traffic_Source,Bounce_Rate,Session_Duration,Conversion_Rate,Exit_Page,Month
2613,06-03-2024 17:24,/products/shirts,Search Engine,Safari,7561,12545,click,411.73,Miami,Tablet,Paid Search,71.73,13,1.35,/checkout,2024-03
2614,05-08-2023 20:18,/products/shirts,Search Engine,Safari,7979,41390,click,127.98,Chicago,Mobile,Paid Search,37.44,562,3.21,/products,2023-08
2615,15-01-2024 17:14,/products/dresses,Direct,Firefox,9172,11222,purchase,920.94,Miami,Mobile,Email,17,1097,1.03,/products/pants,2024-01
2616,20-04-2023 01:55,/products/shirts,Direct,Edge,7352,22236,purchase,127.18,New York,Tablet,Organic Search,34.69,471,1.64,/products/shirts,2023-04
2617,27-09-2023 00:41,/products/accessories,Search Engine,Chrome,7516,36084,purchase,53.33,Miami,Tablet,Email,76.6,400,3.43,/checkout,2023-09
2618,06-03-2023 17:30,/products/accessories,Search Engine,Chrome,7561,60812,add_to_cart,149.06,Los Angeles,Mobile,Social Media,38.4,1033,4.85,/products/pants,2023-03
2619,14-09-2023 05:57,/products/dresses,Direct,Firefox,6388,16220,purchase,161.56,Miami,Mobile,Organic Search,89.26,1763,2.28,/products/pants,2023-09
2620,02-04-2024 22:24,/products/dresses,Social Media,Edge,9259,84345,page_view,227.78,Los Angeles,Desktop,Direct,78.16,456,4.8,/checkout,2024-04
2621,10-10-2023 23:14,/products/dresses,Direct,Firefox,3549,66148,add_to_cart,674,Chicago,Tablet,Email,56.46,1606,3.17,/products/shirts,2023-10
2622,24-05-2023 19:41,/products/dresses,Social Media,Chrome,2540,95534,page_view,758.05,Chicago,Tablet,Paid Search,38.06,828,1.64,/products/pants,2023-05
2623,07-04-2023 22:46,/products/shirts,Other Website,Firefox,7587,47996,add_to_cart,129.11,New York,Mobile,Email,34.72,1451,4.57,/checkout,2023-04
2624,04-05-2024 20:35,/products/pants,Social Media,Firefox,3879,56870,add_to_cart,473.96,Chicago,Desktop,Paid Search,34.79,1095,3.74,/checkout,2024-05
2625,08-02-2023 08:11,/products/dresses,Direct,Edge,6320,55621,click,656.82,New York,Desktop,Email,50.63,232,4.29,/checkout,2023-02
2626,17-11-2023 22:33,/products,Other Website,Firefox,3955,80462,add_to_cart,913.77,Chicago,Mobile,Paid Search,12.83,279,1.73,/checkout,2023-11
2627,27-07-2023 04:53,/products/pants,Other Website,Edge,8187,89370,purchase,93.92,Miami,Tablet,Organic Search,22.71,1096,4.35,/products/dresses,2023-07
2628,10-05-2024 13:37,/products/pants,Search Engine,Firefox,1793,71081,click,375.28,Chicago,Mobile,Organic Search,45.07,308,3.26,/products/dresses,2024-05
2629,22-04-2023 03:30,/products/shirts,Search Engine,Chrome,9626,61694,click,274.3,Los Angeles,Desktop,Social Media,82.15,344,1.87,/products/dresses,2023-04
2630,10-03-2023 05:57,/products,Social Media,Chrome,2586,16391,add_to_cart,11.7,Los Angeles,Desktop,Direct,47.61,283,3.9,/checkout,2023-03
2631,27-01-2024 05:26,/products/pants,Other Website,Edge,6672,64401,page_view,104.15,Los Angeles,Mobile,Social Media,11.31,1619,3.15,/products,2024-01
2632,07-11-2023 11:37,/products/accessories,Search Engine,Edge,1669,62983,add_to_cart,927.48,New York,Tablet,Social Media,62.43,1662,3.34,/products/pants,2023-11
2633,01-04-2023 17:15,/products/shirts,Other Website,Firefox,2283,75633,page_view,924.9,New York,Desktop,Organic Search,84.88,25,2.56,/products/pants,2023-04
2634,01-12-2023 17:49,/products/shirts,Other Website,Firefox,1482,11664,purchase,696.33,Houston,Tablet,Paid Search,13.06,748,4.43,/products/pants,2023-12
2635,22-01-2024 08:17,/products/shirts,Search Engine,Safari,8416,73490,page_view,243.88,New York,Mobile,Direct,75.08,1072,2.55,/products,2024-01
2636,26-10-2023 07:21,/products/shirts,Direct,Safari,7198,40392,add_to_cart,158.92,New York,Desktop,Email,50.33,150,1.82,/products,2023-10
2637,10-11-2023 23:02,/products/accessories,Search Engine,Firefox,4167,20954,click,284.68,New York,Tablet,Paid Search,68.32,846,2.43,/checkout,2023-11
2638,21-05-2023 23:31,/products/shirts,Direct,Firefox,4933,29484,click,888.54,Chicago,Tablet,Email,56.2,1279,4.25,/products,2023-05
2639,18-07-2023 05:20,/products/accessories,Social Media,Safari,9617,71539,click,243.6,New York,Mobile,Social Media,84.18,1337,1.76,/checkout,2023-07
2640,21-06-2023 05:57,/products/shirts,Search Engine,Chrome,4945,12584,purchase,964.76,Chicago,Mobile,Organic Search,57.85,307,4.16,/products/dresses,2023-06
2641,10-01-2024 21:54,/products,Direct,Chrome,5340,28248,page_view,58.93,Miami,Tablet,Social Media,10.69,1105,0.68,/products/dresses,2024-01
2642,02-07-2023 00:38,/products/shirts,Direct,Edge,1390,24024,click,75.2,Houston,Desktop,Social Media,38.81,681,3.26,/products/pants,2023-07
2643,29-06-2023 10:26,/products/pants,Social Media,Firefox,2103,35203,add_to_cart,166.31,Los Angeles,Mobile,Direct,67.6,480,1.82,/checkout,2023-06
2644,09-02-2024 01:17,/products/accessories,Search Engine,Firefox,9778,61824,page_view,102.82,Los Angeles,Desktop,Social Media,65.37,396,1.05,/products,2024-02
2645,25-10-2023 23:40,/products/pants,Search Engine,Safari,6532,49837,add_to_cart,759.12,Los Angeles,Desktop,Direct,62.34,503,4.39,/checkout,2023-10
2646,17-01-2024 05:20,/products/shirts,Search Engine,Chrome,4618,18544,purchase,648.3,Chicago,Desktop,Paid Search,42.88,1100,4.33,/checkout,2024-01
2647,23-09-2023 13:59,/products,Social Media,Safari,8501,24774,add_to_cart,221.16,Los Angeles,Tablet,Social Media,11.74,155,2.39,/products/pants,2023-09
2648,22-02-2023 05:50,/products/pants,Search Engine,Safari,3698,14082,page_view,917.54,Chicago,Tablet,Organic Search,26.62,351,2.84,/products/shirts,2023-02
2649,19-03-2024 09:12,/products,Direct,Safari,8037,57101,purchase,711.91,Houston,Desktop,Organic Search,44.56,82,2.42,/products,2024-03
2650,12-05-2024 00:20,/products/pants,Direct,Edge,3043,77239,add_to_cart,87.38,Miami,Tablet,Paid Search,12.13,636,2.76,/products/shirts,2024-05
2651,11-01-2024 07:10,/products/pants,Social Media,Chrome,3338,38516,page_view,510.48,Chicago,Mobile,Email,12.57,50,3.3,/products/dresses,2024-01
2652,31-12-2023 01:16,/products,Other Website,Firefox,1949,70964,add_to_cart,106.18,Miami,Tablet,Organic Search,82.81,1761,3.29,/checkout,2023-12
2653,13-04-2024 08:42,/products,Search Engine,Firefox,6376,41439,purchase,711.4,Houston,Tablet,Social Media,74,1183,4.13,/products/pants,2024-04
2654,09-10-2023 04:46,/products,Other Website,Safari,6773,43058,purchase,927.61,Houston,Mobile,Paid Search,39.07,1599,2.93,/products/dresses,2023-10
2655,03-02-2023 03:16,/products/shirts,Direct,Firefox,3954,13670,click,949.86,Los Angeles,Mobile,Paid Search,60.47,1011,2.97,/products/shirts,2023-02
2656,02-05-2023 08:33,/products/shirts,Search Engine,Safari,8314,83988,purchase,248.9,Los Angeles,Mobile,Email,15.03,531,2.74,/products/dresses,2023-05
2657,26-01-2023 17:27,/products/shirts,Direct,Firefox,1120,77293,page_view,869.62,Houston,Tablet,Paid Search,12.72,231,2.92,/products/dresses,2023-01
2658,06-10-2023 18:44,/products/accessories,Direct,Firefox,4581,41429,page_view,93.37,Miami,Desktop,Direct,69.14,1272,0.79,/products/dresses,2023-10
2659,20-10-2023 17:10,/products/accessories,Social Media,Chrome,4118,51166,purchase,932.39,Miami,Desktop,Organic Search,82.94,651,4.22,/products/pants,2023-10
2660,27-05-2023 20:27,/products/pants,Direct,Safari,1894,30087,click,524.79,Houston,Tablet,Direct,69.06,259,0.6,/checkout,2023-05
2661,08-01-2024 15:36,/products/accessories,Direct,Chrome,2215,75895,click,731.97,Chicago,Mobile,Paid Search,43.85,302,4.35,/checkout,2024-01
2662,18-05-2024 08:49,/products/shirts,Search Engine,Firefox,9984,93751,page_view,798.96,Chicago,Mobile,Direct,13.93,507,1.99,/checkout,2024-05
2663,23-04-2023 04:47,/products,Direct,Chrome,3121,25460,page_view,89.76,New York,Tablet,Email,54.72,1264,1.24,/products/dresses,2023-04
2664,01-02-2023 12:38,/products/pants,Direct,Safari,5689,92760,add_to_cart,759.01,Chicago,Mobile,Email,18.12,20,4.13,/products/dresses,2023-02
2665,16-01-2023 10:18,/products/accessories,Direct,Safari,4480,25259,purchase,822.73,Los Angeles,Mobile,Paid Search,71.08,698,3.11,/checkout,2023-01
2666,16-05-2023 03:18,/products/accessories,Social Media,Chrome,5018,51085,add_to_cart,915.16,New York,Desktop,Organic Search,75.9,1598,3.23,/products/shirts,2023-05
2667,02-02-2024 16:41,/products/dresses,Direct,Safari,7969,84956,page_view,382.61,Miami,Mobile,Social Media,35.08,121,3.23,/products/dresses,2024-02
2668,13-08-2023 19:08,/products,Social Media,Safari,9575,36522,page_view,309.26,Miami,Desktop,Organic Search,89.83,1521,3.5,/products/pants,2023-08
2669,21-07-2023 13:44,/products/accessories,Search Engine,Firefox,9926,53739,click,847.4,Chicago,Desktop,Email,46.28,1381,2.75,/checkout,2023-07
2670,22-09-2023 03:38,/products/dresses,Search Engine,Firefox,4781,75764,click,857.79,Chicago,Desktop,Email,14.83,333,3.01,/checkout,2023-09
2671,14-05-2023 02:39,/products,Direct,Edge,9230,32466,purchase,677.26,Houston,Desktop,Email,23.7,1545,4.3,/products/shirts,2023-05
2672,02-05-2023 03:10,/products/shirts,Other Website,Firefox,8731,91783,click,458.07,Houston,Mobile,Direct,46.6,94,4.46,/products/shirts,2023-05
2673,09-02-2023 17:55,/products/accessories,Social Media,Chrome,8231,61007,page_view,458.82,Chicago,Mobile,Direct,51.48,495,2.93,/products/dresses,2023-02
2674,02-03-2023 20:14,/products/shirts,Search Engine,Edge,2763,85884,purchase,25.43,Miami,Tablet,Email,59.24,296,4.59,/products/pants,2023-03
2675,25-11-2023 07:56,/products/dresses,Search Engine,Chrome,6799,75600,purchase,475.67,Chicago,Tablet,Email,45.58,281,2.75,/checkout,2023-11
2676,30-01-2023 04:32,/products/dresses,Search Engine,Chrome,5548,24238,page_view,649.5,Chicago,Tablet,Social Media,27.52,1725,4.43,/products,2023-01
2677,12-01-2024 14:31,/products,Direct,Edge,5973,58500,add_to_cart,615.18,Chicago,Mobile,Organic Search,21.78,728,4.77,/products/pants,2024-01
2678,14-01-2024 01:38,/products/accessories,Social Media,Edge,7149,99207,page_view,919.72,New York,Tablet,Email,59.81,707,1.77,/products/shirts,2024-01
2679,06-04-2023 03:46,/products/pants,Other Website,Safari,6104,61108,add_to_cart,544.97,New York,Mobile,Email,45.03,1109,0.97,/products/shirts,2023-04
2680,21-10-2023 20:36,/products/accessories,Direct,Firefox,3258,20381,purchase,415.56,Chicago,Desktop,Organic Search,54.29,1298,3.38,/products/dresses,2023-10
2681,25-02-2024 23:33,/products/accessories,Search Engine,Edge,8978,52660,add_to_cart,993.92,Houston,Tablet,Paid Search,50.36,418,3.59,/products/pants,2024-02
2682,21-05-2024 19:35,/products/accessories,Other Website,Safari,9488,93001,add_to_cart,264.59,Miami,Desktop,Direct,41.95,951,3.03,/products/shirts,2024-05
2683,28-05-2024 16:09,/products/shirts,Other Website,Safari,3286,57754,purchase,894.11,Los Angeles,Desktop,Paid Search,88.1,242,2.14,/products/dresses,2024-05
2684,18-03-2023 07:25,/products/accessories,Direct,Edge,7367,47807,purchase,185.01,Houston,Desktop,Organic Search,11.8,828,1.64,/products/dresses,2023-03
2685,24-03-2024 14:10,/products/dresses,Other Website,Safari,6955,37379,click,789.82,Miami,Desktop,Email,24.83,678,1.45,/products,2024-03
2686,11-01-2023 13:02,/products/shirts,Search Engine,Safari,3271,38061,purchase,970.42,Miami,Desktop,Organic Search,67.68,711,3.9,/products/pants,2023-01
2687,09-04-2023 00:29,/products,Social Media,Safari,5351,13715,add_to_cart,424.11,Miami,Mobile,Organic Search,79.62,616,2.81,/products/shirts,2023-04
2688,24-04-2024 09:42,/products/pants,Social Media,Safari,1865,32780,add_to_cart,502.78,Miami,Desktop,Paid Search,66.47,637,3.49,/products/pants,2024-04
2689,21-01-2023 18:11,/products/dresses,Other Website,Edge,6196,28706,purchase,232.41,Los Angeles,Tablet,Email,15.32,982,0.64,/products,2023-01
2690,29-09-2023 14:49,/products,Direct,Chrome,6101,32123,add_to_cart,4.35,Miami,Tablet,Email,53.17,1519,0.85,/products,2023-09
2691,03-02-2023 02:07,/products/accessories,Search Engine,Edge,2319,78019,click,198.14,Miami,Tablet,Organic Search,29.06,1037,4.33,/products,2023-02
2692,02-01-2023 13:21,/products/accessories,Social Media,Safari,8909,38104,purchase,436.92,Chicago,Mobile,Direct,83.48,1639,4.93,/products/dresses,2023-01
2693,02-04-2023 15:39,/products,Direct,Firefox,3711,19577,purchase,310.13,Houston,Desktop,Social Media,71.12,1416,2.46,/products/shirts,2023-04
2694,23-05-2023 01:43,/products/shirts,Direct,Safari,7821,71564,page_view,805.1,Los Angeles,Desktop,Social Media,41.35,55,2.83,/products/dresses,2023-05
2695,26-10-2023 19:23,/products/dresses,Other Website,Firefox,1152,22975,page_view,248.65,Los Angeles,Mobile,Email,24.53,271,3.79,/products,2023-10
2696,28-02-2024 13:57,/products/accessories,Search Engine,Edge,9807,67264,click,461.96,Chicago,Desktop,Direct,67.97,1753,2.82,/checkout,2024-02
2697,28-08-2023 05:46,/products/pants,Direct,Edge,1041,11983,add_to_cart,31.49,New York,Desktop,Email,70.4,400,4.6,/checkout,2023-08
2698,06-12-2023 01:43,/products/pants,Other Website,Chrome,6018,16037,click,279.55,Los Angeles,Tablet,Direct,35.62,770,1.61,/products,2023-12
2699,18-04-2023 14:08,/products/accessories,Other Website,Firefox,2304,63322,purchase,188.21,New York,Mobile,Direct,27.45,1775,1.75,/products/dresses,2023-04
2700,18-12-2023 07:30,/products/pants,Social Media,Safari,3212,98249,click,271.11,New York,Mobile,Social Media,26.05,522,3.81,/products/dresses,2023-12
2701,07-06-2023 21:40,/products/dresses,Direct,Safari,5228,42690,purchase,112.11,Los Angeles,Desktop,Email,84.75,1289,1.31,/products/shirts,2023-06
2702,18-04-2023 23:45,/products/dresses,Direct,Safari,8228,24280,page_view,143.72,Houston,Mobile,Social Media,30.72,78,2.72,/products/dresses,2023-04
2703,09-12-2023 06:39,/products/dresses,Other Website,Edge,5739,36721,add_to_cart,542.17,New York,Desktop,Paid Search,55.52,1461,3.51,/products,2023-12
2704,26-07-2023 12:54,/products/accessories,Social Media,Firefox,7299,12892,add_to_cart,977.12,New York,Desktop,Organic Search,64.43,627,4.38,/products/dresses,2023-07
2705,04-03-2023 18:07,/products/dresses,Direct,Firefox,1472,56022,purchase,526.71,Los Angeles,Tablet,Paid Search,75.33,535,0.7,/products/dresses,2023-03
2706,05-04-2024 13:39,/products/accessories,Other Website,Firefox,8435,33973,page_view,300.71,Los Angeles,Tablet,Organic Search,78.76,1161,1.17,/products,2024-04
2707,13-10-2023 06:46,/products/accessories,Other Website,Firefox,9024,62414,page_view,448.64,Los Angeles,Mobile,Email,73.4,258,2.91,/products/shirts,2023-10
2708,03-02-2024 06:26,/products/shirts,Direct,Chrome,1526,27448,add_to_cart,822.02,Los Angeles,Desktop,Email,85.81,77,0.95,/products/dresses,2024-02
2709,02-10-2023 21:22,/products,Other Website,Safari,8078,25046,add_to_cart,42.71,Miami,Tablet,Organic Search,59.85,1374,4.81,/products,2023-10
2710,23-07-2023 18:25,/products/pants,Social Media,Edge,7348,17766,add_to_cart,478.95,Houston,Desktop,Social Media,24.16,912,1.24,/products/pants,2023-07
2711,01-04-2024 04:59,/products,Other Website,Edge,6625,24544,add_to_cart,415.4,Miami,Tablet,Direct,26.17,760,1.69,/products/dresses,2024-04
2712,08-02-2023 09:35,/products/dresses,Other Website,Chrome,5175,95625,add_to_cart,142.96,Chicago,Mobile,Social Media,67.07,659,3.58,/products/dresses,2023-02
2713,31-12-2023 05:17,/products,Search Engine,Chrome,7655,80857,click,828.5,Los Angeles,Desktop,Organic Search,87.18,643,0.96,/products/pants,2023-12
2714,12-05-2023 05:38,/products/accessories,Other Website,Firefox,3854,85318,purchase,374.69,Los Angeles,Mobile,Social Media,50.43,19,2.98,/products/dresses,2023-05
2715,17-04-2024 20:47,/products,Other Website,Chrome,5342,72179,purchase,533.31,Los Angeles,Tablet,Email,58.09,541,0.54,/products/shirts,2024-04
2716,08-03-2024 07:30,/products/pants,Other Website,Safari,1884,34843,add_to_cart,902.51,Miami,Tablet,Paid Search,49.67,1454,3.49,/products,2024-03
2717,24-04-2023 23:09,/products/pants,Social Media,Safari,1202,48443,add_to_cart,337.38,Miami,Tablet,Direct,78.5,765,4.99,/checkout,2023-04
2718,14-12-2023 09:20,/products/pants,Search Engine,Edge,3742,99192,page_view,772.19,Los Angeles,Mobile,Paid Search,14.94,601,3.77,/products/dresses,2023-12
2719,13-12-2023 19:54,/products/pants,Direct,Edge,2556,19601,purchase,350.07,New York,Desktop,Social Media,71.25,1104,3.94,/products/pants,2023-12
2720,21-06-2023 04:29,/products,Search Engine,Edge,4830,48790,add_to_cart,586.61,Chicago,Desktop,Email,18.59,1185,4.19,/products/dresses,2023-06
2721,28-03-2023 11:58,/products,Social Media,Chrome,8332,38419,page_view,334.47,Los Angeles,Mobile,Email,87.92,59,1.69,/products/dresses,2023-03
2722,29-04-2023 00:22,/products/accessories,Search Engine,Chrome,9831,83676,add_to_cart,144.07,New York,Mobile,Paid Search,87.68,1402,4.17,/products,2023-04
2723,09-08-2023 05:38,/products/shirts,Direct,Firefox,9012,90551,purchase,354.12,New York,Mobile,Paid Search,12.51,1243,0.97,/products/pants,2023-08
2724,10-10-2023 11:44,/products/shirts,Social Media,Chrome,2320,58788,page_view,364.5,Miami,Tablet,Direct,54.97,385,0.68,/products,2023-10
2725,10-12-2023 08:57,/products,Search Engine,Safari,2353,12357,page_view,738.05,Los Angeles,Desktop,Direct,13.29,895,2.85,/products,2023-12
2726,24-03-2024 23:06,/products/dresses,Direct,Safari,5050,16804,add_to_cart,808.73,Los Angeles,Mobile,Direct,46.76,392,4.13,/products/dresses,2024-03
2727,05-07-2023 17:49,/products/shirts,Other Website,Safari,2818,20662,click,173.33,Miami,Desktop,Paid Search,75.73,408,4.85,/products/shirts,2023-07
2728,16-09-2023 16:55,/products/accessories,Search Engine,Chrome,9729,13498,click,745.2,Miami,Desktop,Email,57.35,550,4.16,/checkout,2023-09
2729,14-11-2023 10:56,/products/dresses,Direct,Firefox,1809,24661,purchase,285.53,Los Angeles,Desktop,Social Media,79.23,895,3.26,/products,2023-11
2730,07-10-2023 06:23,/products/pants,Direct,Firefox,6841,22328,purchase,200.92,Houston,Mobile,Paid Search,78.18,485,3.33,/checkout,2023-10
2731,10-08-2023 18:32,/products/shirts,Social Media,Chrome,4327,98619,page_view,925.33,New York,Desktop,Email,37.86,477,4.7,/products/pants,2023-08
2732,31-01-2024 07:08,/products/shirts,Social Media,Chrome,3312,51129,purchase,519.64,Miami,Mobile,Direct,66,1222,0.63,/products/dresses,2024-01
2733,19-03-2024 16:10,/products/dresses,Search Engine,Chrome,7911,97706,click,751.31,Houston,Mobile,Social Media,29.31,701,4.52,/products/shirts,2024-03
2734,27-04-2023 10:33,/products/dresses,Search Engine,Edge,1846,77419,click,91.47,New York,Tablet,Paid Search,20.46,50,0.58,/products/shirts,2023-04
2735,20-03-2023 09:28,/products/accessories,Other Website,Chrome,2716,51849,purchase,479.1,Los Angeles,Desktop,Email,21.54,424,3.38,/products,2023-03
2736,27-02-2024 15:16,/products/dresses,Social Media,Safari,3317,88335,purchase,182.23,Miami,Mobile,Social Media,85.38,1184,0.69,/products/dresses,2024-02
2737,09-01-2023 01:28,/products/accessories,Direct,Chrome,1684,33293,click,430.76,Chicago,Desktop,Social Media,17.56,1383,4.4,/products/dresses,2023-01
2738,09-05-2023 17:17,/products/dresses,Search Engine,Safari,5397,98949,purchase,585.55,Miami,Tablet,Social Media,54.51,467,1.72,/products/dresses,2023-05
2739,23-12-2023 01:11,/products/shirts,Other Website,Edge,2051,14002,purchase,694.02,Los Angeles,Desktop,Paid Search,22.62,568,1.99,/products/pants,2023-12
2740,02-03-2024 07:03,/products/dresses,Social Media,Edge,4481,97927,purchase,791.98,Miami,Mobile,Direct,23.41,482,1.99,/products/pants,2024-03
2741,11-04-2024 09:43,/products/pants,Direct,Safari,6871,21550,purchase,931.26,Chicago,Tablet,Organic Search,61.32,226,1.55,/products/shirts,2024-04
2742,26-01-2023 06:31,/products,Direct,Firefox,9723,95863,add_to_cart,588.66,Los Angeles,Tablet,Paid Search,40.34,283,3.14,/products/pants,2023-01
2743,10-09-2023 22:09,/products,Direct,Edge,4765,46924,purchase,409.41,New York,Tablet,Direct,44.28,891,4.69,/products,2023-09
2744,04-01-2023 10:53,/products/pants,Other Website,Chrome,7144,87082,click,360.58,Miami,Mobile,Direct,29.41,1058,1.18,/products,2023-01
2745,02-05-2023 11:26,/products/dresses,Search Engine,Firefox,6295,10633,click,830.01,Houston,Tablet,Paid Search,59.52,160,2.74,/products/shirts,2023-05
2746,02-03-2024 20:47,/products,Direct,Firefox,7066,47349,click,85.59,Chicago,Mobile,Social Media,73.61,15,4.75,/products/shirts,2024-03
2747,05-07-2023 19:10,/products/shirts,Other Website,Chrome,3337,39073,page_view,835.29,Los Angeles,Tablet,Paid Search,51.32,1487,3.85,/products/pants,2023-07
2748,25-05-2023 04:32,/products/accessories,Direct,Safari,8626,24854,purchase,372.33,Miami,Tablet,Organic Search,65.84,240,4.4,/products/shirts,2023-05
2749,21-08-2023 04:46,/products/dresses,Search Engine,Safari,8211,37866,purchase,79.24,Miami,Desktop,Paid Search,33.1,1457,1.84,/products/shirts,2023-08
2750,05-04-2023 19:58,/products/shirts,Search Engine,Chrome,6227,34306,purchase,256.52,Miami,Desktop,Direct,26.55,1211,4.53,/products,2023-04
2751,08-10-2023 02:00,/products,Direct,Safari,8371,68517,click,520.75,Chicago,Mobile,Social Media,33.01,920,3.02,/products,2023-10
2752,01-11-2023 12:21,/products/pants,Direct,Edge,8937,23079,purchase,277.09,New York,Tablet,Social Media,51.46,652,1.7,/products,2023-11
2753,30-01-2024 17:20,/products/pants,Direct,Chrome,4180,72387,purchase,27.48,Houston,Desktop,Organic Search,43.56,611,4.56,/products,2024-01
2754,22-08-2023 21:50,/products/pants,Search Engine,Safari,6879,40733,page_view,316.21,New York,Mobile,Organic Search,12.29,129,0.63,/products/shirts,2023-08
2755,03-06-2023 23:16,/products/pants,Direct,Edge,5761,18221,click,869.41,Los Angeles,Tablet,Organic Search,16.88,1291,1.69,/checkout,2023-06
2756,31-08-2023 08:28,/products/pants,Social Media,Firefox,3471,20646,purchase,184.41,New York,Mobile,Organic Search,13.58,1248,2.98,/products,2023-08
2757,28-05-2024 06:32,/products/dresses,Social Media,Chrome,1317,25440,click,104.84,Los Angeles,Desktop,Email,89.29,102,0.72,/products/pants,2024-05
2758,01-05-2024 09:10,/products/dresses,Social Media,Chrome,4228,86503,page_view,123.67,New York,Mobile,Direct,54.41,839,3.26,/products/pants,2024-05
2759,26-05-2024 13:02,/products,Direct,Safari,5063,16611,click,561.22,Chicago,Tablet,Email,41.73,743,0.8,/products/shirts,2024-05
2760,02-01-2023 08:26,/products/dresses,Direct,Edge,9156,59970,click,24.07,New York,Tablet,Email,21.47,785,1.39,/checkout,2023-01
2761,12-05-2023 05:18,/products/accessories,Direct,Firefox,9953,79892,purchase,670.71,Houston,Mobile,Email,19.18,1165,0.57,/products/pants,2023-05
2762,26-02-2024 13:56,/products,Direct,Chrome,5021,37888,purchase,905.16,New York,Mobile,Social Media,71.35,740,1.57,/checkout,2024-02
2763,05-12-2023 03:42,/products/pants,Search Engine,Chrome,8176,17472,page_view,547,Miami,Mobile,Direct,40.61,1288,1.6,/products/pants,2023-12
2764,01-02-2024 16:46,/products/pants,Search Engine,Chrome,9749,30970,page_view,662.14,Los Angeles,Desktop,Direct,45.5,386,1.99,/products,2024-02
2765,22-12-2023 22:44,/products/shirts,Search Engine,Firefox,3048,41063,page_view,189.56,Los Angeles,Desktop,Direct,49.43,1211,2.38,/products/shirts,2023-12
2766,01-07-2023 09:30,/products/shirts,Search Engine,Chrome,3144,20177,purchase,505.06,Miami,Desktop,Organic Search,41.3,357,1.8,/checkout,2023-07
2767,03-03-2023 18:15,/products,Social Media,Edge,1078,18279,add_to_cart,584.93,Miami,Tablet,Paid Search,39.27,75,3.69,/products/shirts,2023-03
2768,19-04-2024 07:49,/products/pants,Other Website,Edge,9918,47617,add_to_cart,116.81,Los Angeles,Mobile,Organic Search,41.42,610,1.93,/checkout,2024-04
2769,20-02-2024 04:00,/products,Social Media,Safari,2349,44678,add_to_cart,8.83,Miami,Desktop,Email,64.35,611,2.54,/products/pants,2024-02
2770,25-02-2024 02:41,/products/shirts,Social Media,Edge,7652,34560,page_view,436.27,Los Angeles,Mobile,Organic Search,16.59,60,4.02,/products/shirts,2024-02
2771,12-01-2024 01:30,/products/dresses,Other Website,Edge,7831,26861,purchase,912.31,Chicago,Tablet,Direct,71.52,1550,1.4,/checkout,2024-01
2772,01-11-2023 15:57,/products,Social Media,Safari,7387,96244,click,953.88,Los Angeles,Mobile,Direct,37.06,1769,4.06,/products/pants,2023-11
2773,21-03-2024 17:08,/products/pants,Social Media,Firefox,5351,84952,add_to_cart,583.51,Houston,Desktop,Social Media,35.09,418,3.17,/products/pants,2024-03
2774,08-02-2023 23:20,/products,Direct,Firefox,6543,51490,purchase,261.45,Los Angeles,Desktop,Direct,40.29,608,3.85,/products/pants,2023-02
2775,04-04-2023 10:48,/products/shirts,Other Website,Edge,1663,44524,purchase,984.83,New York,Mobile,Social Media,85.45,798,4.52,/products/pants,2023-04
2776,25-03-2023 07:51,/products/pants,Search Engine,Chrome,4172,40634,purchase,84.93,Los Angeles,Desktop,Email,41.6,1184,0.66,/products/shirts,2023-03
2777,21-04-2023 11:53,/products/pants,Social Media,Safari,2336,99479,click,636.92,Miami,Tablet,Organic Search,44.84,1519,4.6,/products/pants,2023-04
2778,10-07-2023 09:43,/products/shirts,Other Website,Edge,5705,49113,add_to_cart,284.09,Miami,Tablet,Paid Search,19.99,702,2.7,/products/shirts,2023-07
2779,02-04-2023 05:07,/products,Other Website,Chrome,8299,48844,purchase,420.72,Miami,Mobile,Paid Search,89.37,316,1.9,/products/shirts,2023-04
2780,31-03-2024 11:24,/products/dresses,Search Engine,Edge,7897,27008,click,135.97,Chicago,Desktop,Direct,88.71,375,1.49,/products/dresses,2024-03
2781,27-03-2023 05:15,/products/dresses,Other Website,Firefox,7699,43386,click,209.88,Los Angeles,Desktop,Paid Search,19.88,142,2.01,/products,2023-03
2782,02-08-2023 12:42,/products,Other Website,Edge,6512,58600,page_view,99.97,Houston,Desktop,Email,13.1,1770,3.91,/products,2023-08
2783,24-05-2024 20:55,/products,Direct,Safari,5896,97456,add_to_cart,479.17,Miami,Tablet,Social Media,79.21,710,3.13,/products/shirts,2024-05
2784,03-02-2024 07:59,/products/dresses,Direct,Firefox,4157,28676,add_to_cart,689.6,Chicago,Tablet,Email,11.37,1678,3.43,/checkout,2024-02
2785,27-01-2024 23:01,/products/shirts,Search Engine,Edge,9474,56015,add_to_cart,143.74,Chicago,Desktop,Paid Search,84.45,1205,4.68,/products,2024-01
2786,24-04-2024 10:42,/products,Direct,Firefox,4383,27863,add_to_cart,711.8,Miami,Desktop,Direct,78.83,780,4.61,/checkout,2024-04
2787,28-06-2023 22:48,/products,Direct,Firefox,2383,51598,page_view,4.47,Los Angeles,Tablet,Direct,45.17,161,2.41,/products/shirts,2023-06
